ID,D_Mpc,R_kpc,Vobs_kms,eV_kms,Vgas_kms,Vdisk_kms,Vbul_kms,SBdisk,SBb,Vobs_ms,Vgas_ms,Vdisk_ms,Vbul_ms,R_m,Vbar_kms,Vbar_ms,g_obs,g_bar,eV_ms,g_obs_err
UGC00634,30.9,13.51,108.0,0.99,39.28,33.41,0.0,0.32,0.0,108000.0,39280.0,33410.0,0.0,4.168750411931e+20,51.56691284147229,51566.91284147229,2.79796074301247e-11,6.378761588579396e-12,990.0,5.129594695522861e-13
UGC00634,30.9,18.01,107.5,2.32,36.27,28.28,0.0,0.0,0.0,107500.0,36270.0,28280.0,0.0,5.557305323381e+20,45.99207866578766,45992.07866578766,2.0794700538370478e-11,3.806289517872115e-12,2320.0,8.975573069585024e-13
UGC00731,12.5,0.91,29.6,2.38,0.8,7.82,0.0,8.65,0.0,29600.0,800.0,7820.0,0.0,2.80796659871e+19,7.8608142071925355,7860.814207192536,3.120265035924979e-11,2.2006102219445164e-12,2380.0,5.017723503717196e-12
UGC00731,12.5,1.81,44.6,2.4,5.58,11.42,0.0,3.94,0.0,44600.0,5580.0,11420.0,0.0,5.58507642161e+19,12.710342245588826,12710.342245588827,3.5615627250926465e-11,2.8925799363266275e-12,2400.0,3.8330719911310994e-12
UGC00731,12.5,2.73,50.4,2.86,7.79,12.3,0.0,2.74,0.0,50400.0,7790.0,12300.0,0.0,8.42389979613e+19,14.559330341743058,14559.330341743058,3.015420483950875e-11,2.5163416603956096e-12,2860.0,3.422262930198215e-12
UGC00731,12.5,3.64,56.8,3.43,14.0,13.66,0.0,2.16,0.0,56800.0,14000.0,13660.0,0.0,1.123186639484e+20,19.560051124677564,19560.051124677564,2.872398839681852e-11,3.406340376126333e-12,3430.0,3.469129584545335e-12
UGC00731,12.5,4.55,60.7,2.98,16.12,14.46,0.0,1.44,0.0,60700.0,16120.000000000002,14460.0,0.0,1.4039832993549998e+20,21.655161047657902,21655.1610476579,2.6243118430914966e-11,3.3401109558456803e-12,2980.0,2.576754297335308e-12
UGC00731,12.5,5.45,64.7,2.46,18.25,14.91,0.0,0.97,0.0,64700.0,18250.0,14910.0,0.0,1.681694281645e+20,23.56630221311778,23566.30221311778,2.4892098675065064e-11,3.3024468600603634e-12,2460.0,1.8928767462336957e-12
UGC00731,12.5,6.36,68.0,2.38,23.38,14.47,0.0,0.68,0.0,68000.0,23380.0,14470.0,0.0,1.962490941516e+20,27.495550549134308,27495.550549134306,2.35618921961903e-11,3.852274087013085e-12,2380.0,1.6493324537333212e-12
UGC00731,12.5,7.28,71.5,2.52,30.0,14.77,0.0,0.58,0.0,71500.0,30000.0,14770.0,0.0,2.246373278968e+20,33.43879333947324,33438.793339473246,2.275779385315963e-11,4.977591705122524e-12,2520.0,1.6041857485304133e-12
UGC00731,12.5,8.19,73.4,2.68,33.62,14.75,0.0,0.24,0.0,73400.0,33620.0,14750.0,0.0,2.527169938839e+20,36.71330685187593,36713.306851875925,2.131855051455338e-11,5.333503217513024e-12,2680.0,1.5567769858038983e-12
UGC00731,12.5,9.09,74.0,2.83,34.88,13.66,0.0,0.15,0.0,74000.0,34880.0,13660.0,0.0,2.804880921129e+20,37.45944473694185,37459.44473694185,1.9523110442049856e-11,5.002743572569172e-12,2830.0,1.4932541230000296e-12
UGC00731,12.5,10.0,73.8,3.22,36.0,13.17,0.0,0.13,0.0,73800.0,36000.0,13170.0,0.0,3.085677581e+20,38.33339144923131,38333.391449231305,1.7650709956012087e-11,4.762159562775135e-12,3220.0,1.5402516546980738e-12
UGC00731,12.5,10.91,73.9,3.42,35.75,12.83,0.0,0.0,0.0,73900.0,35750.0,12830.0,0.0,3.3664742408709997e+20,37.98251439807533,37982.514398075335,1.6222343048693682e-11,4.285407511767389e-12,3420.0,1.5014996813675883e-12
UGC00891,10.2,1.48,24.35,2.92,9.7,18.56,0.0,11.7,0.0,24350.0,9700.0,18560.0,0.0,4.56680281988e+19,20.941910132554764,20941.910132554764,1.2983317287510565e-11,9.603296163584392e-12,2920.0,3.1138633658752238e-12
UGC00891,10.2,2.97,43.55,1.4,18.44,19.59,0.0,3.03,0.0,43550.0,18440.0,19590.0,0.0,9.16446241557e+19,26.903562961065212,26903.562961065214,2.069518553295346e-11,7.89791770841129e-12,1400.0,1.3305745003965485e-12
UGC00891,10.2,4.45,54.15,0.67,22.96,18.92,0.0,1.26,0.0,54150.0,22960.0,18920.0,0.0,1.373126523545e+20,29.751100819969672,29751.100819969673,2.135435045293483e-11,6.446077508683363e-12,670.0,5.28436373165885e-13
UGC00891,10.2,5.94,60.15,0.48,21.83,18.18,0.0,0.53,0.0,60150.0,21830.0,18180.0,0.0,1.832892483114e+20,28.408824333294753,28408.824333294753,1.9739414795641184e-11,4.4032113581962e-12,480.0,3.150430291573655e-13
UGC00891,10.2,7.39,63.75,0.95,21.02,16.53,0.0,0.0,0.0,63750.0,21020.0,16530.0,0.0,2.280315732359e+20,26.741004094835333,26741.004094835334,1.7822367500818424e-11,3.1358872363707473e-12,950.0,5.311764431616471e-13
UGC01230,53.7,0.78,19.8,10.7,2.9,21.08,0.0,94.32,0.0,19800.0,2900.0,21080.0,0.0,2.40682851318e+19,21.27854318321628,21278.54318321628,1.6288655292770353e-11,1.8812158719267182e-11,10700.0,1.760491026592351e-11
UGC01230,53.7,2.35,55.4,10.7,8.06,40.8,0.0,43.18,0.0,55400.0,8060.000000000001,40800.0,0.0,7.2513423153500004e+19,41.58850321903879,41588.503219038794,4.2325404959893425e-11,2.3852185220089382e-11,10700.0,1.634952465959782e-11
UGC01230,53.7,3.91,88.5,10.7,12.62,45.89,0.0,25.65,0.0,88500.0,12620.0,45890.0,0.0,1.206499934171e+20,47.59366029210193,47593.66029210193,6.491711916570994e-11,1.877460939570142e-11,10700.0,1.5697472883007826e-11
UGC01230,53.7,5.48,105.0,10.7,16.73,51.07,0.0,17.82,0.0,105000.0,16730.0,51070.0,0.0,1.690951314388e+20,53.7404670616101,53740.4670616101,6.519998480257983e-11,1.7079366954129352e-11,10700.0,1.3288377855001985e-11
UGC01230,53.7,7.03,106.0,10.7,20.63,52.93,0.0,11.38,0.0,106000.0,20630.0,52930.0,0.0,2.169231339443e+20,56.808289888008424,56808.289888008425,5.179714950497212e-11,1.4877075309213693e-11,10700.0,1.0457160371758522e-11
UGC01230,53.7,8.6,103.0,10.7,24.32,52.95,0.0,7.71,0.0,103000.0,24320.0,52950.0,0.0,2.65368271966e+20,58.26804355733939,58268.04355733939,3.997840405487234e-11,1.279416289990765e-11,10700.0,8.306192687128817e-12
UGC01230,53.7,13.27,109.0,15.8,34.07,49.67,0.0,3.15,0.0,109000.0,34070.0,49670.0,0.0,4.094694149987e+20,60.23183377583651,60231.833775836516,2.9015598149223724e-11,8.8599384156971e-12,15800.0,8.4118614817933e-12
UGC01230,53.7,14.85,113.0,14.7,36.74,48.73,0.0,2.09,0.0,113000.0,36740.0,48730.0,0.0,4.582231207785e+20,61.02819430394447,61028.19430394447,2.78663372077473e-11,8.128006490969611e-12,14700.0,7.250179769095316e-12
UGC01230,53.7,25.8,105.0,10.4,46.59,38.25,0.0,0.16,0.0,105000.0,46590.0,38250.0,0.0,7.96104815898e+20,60.28010119434108,60280.10119434108,1.384867894256347e-11,4.564336915737943e-12,10400.0,2.743357352431621e-12
UGC01230,53.7,32.01,103.0,10.0,43.71,33.76,0.0,0.04,0.0,103000.0,43710.0,33760.0,0.0,9.877253936781e+20,55.22953648185,55229.536481849995,1.0740839577379011e-11,3.0882082403908448e-12,10000.0,2.085599917937672e-12
UGC01230,53.7,36.54,103.0,10.0,39.61,31.2,0.0,0.0,0.0,103000.0,39610.0,31200.0,0.0,1.1275065880973999e+21,50.42213898675858,50422.13898675858,9.409257659329561e-12,2.2548800395837465e-12,10000.0,1.827040322199915e-12
UGC01281,5.27,0.08,1.41,4.0,-5.85,1.5,0.0,25.4,0.0,1410.0,-5850.0,1500.0,0.0,2.4685420648e+18,6.0392466417592185,6039.246641759219,8.053741632962916e-13,1.4774915331635227e-11,4000.0,4.569498798844207e-12
UGC01281,5.27,0.23,4.46,4.0,-5.85,3.55,0.0,21.88,0.0,4460.0,-5850.0,3550.0,0.0,7.0970584363e+18,6.842879510849215,6842.879510849215,2.802795014094648e-12,6.597803924017267e-12,4000.0,5.027435002860355e-12
UGC01281,5.27,0.38,7.71,4.0,-0.98,5.31,0.0,22.81,0.0,7710.0,-980.0,5310.0,0.0,1.17255748078e+19,5.399675916200897,5399.675916200897,5.0696107418509695e-12,2.486573193887665e-12,4000.0,5.2602964895989305e-12
UGC01281,5.27,0.54,11.0,4.0,-2.22,8.22,0.0,20.9,0.0,11000.0,-2220.0,8220.0,0.0,1.66626589374e+19,8.514505270419416,8514.505270419417,7.261746186763188e-12,4.350854222748212e-12,4000.0,5.2812699540095905e-12
UGC01281,5.27,0.69,14.2,4.0,-3.47,10.22,0.0,20.6,0.0,14200.0,-3470.0,10220.0,0.0,2.1291175308899996e+19,10.793020893151278,10793.020893151277,9.470590377211905e-12,5.471247984666487e-12,4000.0,5.33554387448558e-12
UGC01281,5.27,0.84,17.2,5.78,-4.43,12.07,0.0,18.77,0.0,17200.0,-4430.0,12070.0,0.0,2.59196916804e+19,12.857285872220466,12857.285872220466,1.1413716013593976e-11,6.377768765089295e-12,5780.0,7.671078902159672e-12
UGC01281,5.27,1.0,20.2,4.74,-5.15,13.91,0.0,17.42,0.0,20200.0,-5150.0,13910.0,0.0,3.085677581e+19,14.832754295814382,14832.754295814382,1.3223675814754543e-11,7.130057960517684e-12,4740.0,6.205962709102627e-12
UGC01281,5.27,1.15,23.2,4.0,-5.85,15.41,0.0,15.5,0.0,23200.0,-5850.0,15410.0,0.0,3.5485292181499994e+19,16.483039768198097,16483.039768198098,1.5167974304593936e-11,7.656428432668901e-12,4000.0,5.2303359671013576e-12
UGC01281,5.27,1.3,26.4,7.13,-1.76,16.74,0.0,13.82,0.0,26400.0,-1760.0,16740.0,0.0,4.0113808553e+19,16.832266632869143,16832.26663286914,1.7374565645621705e-11,7.063034157568436e-12,7130.0,9.384897958582027e-12
UGC01281,5.27,1.46,29.3,4.38,2.33,17.86,0.0,11.93,0.0,29300.0,2330.0,17860.0,0.0,4.50508926826e+19,18.011343647823725,18011.343647823727,1.9056004196151578e-11,7.200933892377595e-12,4380.0,5.697289991750438e-12
UGC01281,5.27,1.61,31.6,4.94,5.46,18.77,0.0,9.92,0.0,31600.0,5460.0,18770.0,0.0,4.9679409054100005e+19,19.54800501329995,19548.00501329995,2.0100078060763276e-11,7.691808483145866e-12,4940.0,6.284454786086746e-12
UGC01281,5.27,1.76,34.6,4.0,7.63,19.16,0.0,8.28,0.0,34600.0,7630.0,19160.0,0.0,5.4307925425599996e+19,20.62334841872192,20623.348418721922,2.2043928038460397e-11,7.831683804285201e-12,4000.0,5.0968619742104966e-12
UGC01281,5.27,1.92,37.4,7.09,9.79,19.52,0.0,7.06,0.0,37400.0,9790.0,19520.0,0.0,5.924500955519999e+19,21.837456353705665,21837.456353705664,2.3609752289713817e-11,8.049192726615809e-12,7090.0,8.951505012517164e-12
UGC01281,5.27,2.07,39.9,4.0,11.26,19.66,0.0,6.14,0.0,39900.0,11260.0,19660.0,0.0,6.387352592669999e+19,22.656195620624395,22656.195620624396,2.492441080874351e-11,8.036243381789456e-12,4000.0,4.9973756007505785e-12
UGC01281,5.27,2.22,42.2,4.37,12.73,19.81,0.0,5.37,0.0,42200.0,12730.0,19810.0,0.0,6.850204229820001e+19,23.547590110242705,23547.590110242705,2.5996889147446545e-11,8.094488593292204e-12,4370.0,5.384189837646512e-12
UGC01281,5.27,2.38,44.4,4.58,13.9,19.88,0.0,4.87,0.0,44400.0,13900.0,19880.0,0.0,7.3439126427799994e+19,24.25746070799662,24257.460707996623,2.6843456559060485e-11,8.012410122804171e-12,4580.0,5.537974371193559e-12
UGC01281,5.27,2.53,46.7,5.91,14.68,20.02,0.0,4.22,0.0,46700.0,14680.0,20020.0,0.0,7.806764279929999e+19,24.82544662236714,24825.446622367137,2.7935901761588164e-11,7.894471741441207e-12,5910.0,7.070714321669638e-12
UGC01281,5.27,2.68,48.5,7.72,15.47,19.97,0.0,3.59,0.0,48500.0,15470.0,19970.0,0.0,8.269615917080001e+19,25.26107281965673,25261.07281965673,2.844448912242322e-11,7.716462365344297e-12,7720.0,9.055317774231227e-12
UGC01281,5.27,2.76,49.3,9.73,15.76,19.92,0.0,3.33,0.0,49300.0,15760.0,19920.0,0.0,8.516470123559998e+19,25.400472436551254,25400.472436551256,2.853870165382583e-11,7.57572081671678e-12,9730.0,1.1264972295810359e-11
UGC01281,5.27,3.07,53.0,4.0,16.84,19.61,0.0,2.64,0.0,53000.0,16840.0,19610.0,0.0,9.473030173669999e+19,25.848359715850442,25848.35971585044,2.965260268892134e-11,7.053051534207802e-12,4000.0,4.475864556818316e-12
UGC01281,5.27,3.46,54.1,4.0,18.3,19.28,0.0,2.1,0.0,54100.0,18300.0,19280.0,0.0,1.067644443026e+20,26.58210676376122,26582.10676376122,2.7413714548118755e-11,6.61838690413895e-12,4000.0,4.0537840366903885e-12
UGC01281,5.27,3.83,55.0,4.0,18.5,18.95,0.0,1.62,0.0,55000.0,18500.0,18950.0,0.0,1.181814513523e+20,26.48306062372701,26483.06062372701,2.5596233295379383e-11,5.934539574313247e-12,4000.0,3.72308847932791e-12
UGC01281,5.27,4.23,55.7,4.0,18.21,18.54,0.0,1.37,0.0,55700.0,18210.0,18540.0,0.0,1.3052416167630001e+20,25.987221859983418,25987.221859983416,2.3769468887256116e-11,5.174028251373357e-12,4000.0,3.413927308762099e-12
UGC01281,5.27,4.62,56.4,4.0,19.58,18.33,0.0,1.19,0.0,56400.0,19580.0,18330.0,0.0,1.425583042422e+20,26.820986186193824,26820.986186193826,2.2313396732018466e-11,5.046112913757949e-12,4000.0,3.165020813052265e-12
UGC01281,5.27,4.99,56.9,4.0,20.46,18.23,0.0,0.96,0.0,56900.0,20460.0,18230.0,0.0,1.539753112919e+20,27.403366581498705,27403.366581498707,2.1026812498935453e-11,4.877044856732848e-12,4000.0,2.9563181017835434e-12
UGC02023,10.4,0.76,15.1,8.69,0.58,17.55,0.0,56.36,0.0,15100.0,580.0,17550.0,0.0,2.34511496156e+19,17.559581430091097,17559.581430091097,9.72276428820892e-12,1.3148135808015535e-11,8690.0,1.1190837306560994e-11
UGC02023,10.4,1.51,28.0,8.69,10.02,30.38,0.0,35.19,0.0,28000.0,10020.0,30380.0,0.0,4.65937314731e+19,31.989760861875787,31989.760861875788,1.6826297770390582e-11,2.1963143273699992e-11,8690.0,1.0444323401763869e-11
UGC02023,10.4,2.27,37.6,8.69,14.0,35.0,0.0,20.05,0.0,37600.0,14000.0,35000.0,0.0,7.00448810887e+19,37.69615364994153,37696.15364994153,2.0183630524116558e-11,2.0286992823937328e-11,8690.0,9.329561130562388e-12
UGC02023,10.4,3.03,47.9,8.69,14.92,36.8,0.0,12.78,0.0,47900.0,14920.0,36800.0,0.0,9.349603070429998e+19,39.70952530564927,39709.52530564927,2.454018617385516e-11,1.686538335501209e-11,8690.0,8.904142707757885e-12
UGC02023,10.4,3.78,58.8,8.69,19.48,36.55,0.0,6.61,0.0,58800.0,19480.0,36550.0,0.0,1.1663861256179999e+20,41.41706049443876,41417.06049443876,2.964232790550474e-11,1.470673272190308e-11,8690.0,8.761626853701912e-12
UGC02259,10.5,1.02,56.1,3.4,4.05,24.58,0.0,54.4,0.0,56100.0,4050.0,24580.0,0.0,3.14739113262e+19,24.911421075482625,24911.421075482624,9.99942449917291e-11,1.9717247518690438e-11,3400.0,1.2120514544452011e-11
UGC02259,10.5,2.04,71.1,3.0,7.98,36.06,0.0,30.79,0.0,71100.0,7980.0,36060.0,0.0,6.29478226524e+19,36.93242477823518,36932.42477823518,8.030794056078857e-11,2.166880350305484e-11,3000.0,6.777041397534901e-12
UGC02259,10.5,3.05,80.7,1.5,14.47,40.35,0.0,17.94,0.0,80700.0,14470.0,40350.0,0.0,9.41131662205e+19,42.866110157092635,42866.11015709263,6.919850071499806e-11,1.9524403160497964e-11,1500.0,2.572434970817772e-12
UGC02259,10.5,4.07,82.8,1.5,19.07,42.21,0.0,8.16,0.0,82800.0,19070.0,42210.0,0.0,1.255870775467e+20,46.31791230182984,46317.91230182984,5.459032994418261e-11,1.708256169272069e-11,1500.0,1.9779105052240073e-12
UGC02259,10.5,5.09,83.7,1.5,21.9,39.32,0.0,4.45,0.0,83700.0,21900.0,39320.0,0.0,1.570609888729e+20,45.007470491019596,45007.470491019594,4.4604901893679554e-11,1.289736181171796e-11,1500.0,1.5987420033576901e-12
UGC02259,10.5,6.11,86.0,1.5,24.6,37.93,0.0,2.49,0.0,86000.0,24600.0,37930.0,0.0,1.885349001991e+20,45.20890288427712,45208.90288427712,3.9228811176018575e-11,1.0840671397399753e-11,1500.0,1.36844690148902e-12
UGC02259,10.5,7.13,88.3,2.3,26.68,36.09,0.0,1.32,0.0,88300.0,26680.0,36090.0,0.0,2.200088115253e+20,44.881070620028666,44881.070620028666,3.5438989674753974e-11,9.155590114936665e-12,2300.0,1.846198782603265e-12
UGC02259,10.5,8.14,90.0,3.0,25.72,33.53,0.0,0.0,0.0,90000.0,25720.0,33530.0,0.0,2.511741550934e+20,42.25848198882681,42258.48198882681,3.22485408460436e-11,7.1097255182801415e-12,3000.0,2.1499027230695732e-12
UGC02455,6.92,0.5,16.9,3.64,2.1,41.15,0.0,372.13,0.0,16900.0,2100.0,41150.0,0.0,1.5428387905e+19,41.20354960437268,41203.54960437268,1.8511979460111973e-11,1.1003952651785496e-10,3640.0,7.974391152048234e-12
UGC02455,6.92,1.0,23.9,3.64,6.14,64.58,0.0,276.29,0.0,23900.0,6140.0,64580.0,0.0,3.085677581e+19,64.87122628716062,64871.22628716062,1.8511655382182977e-11,1.363809370723752e-10,3640.0,5.638696702187953e-12
UGC02455,6.92,1.51,28.2,3.64,11.02,77.99,0.0,109.97,0.0,28200.0,11020.0,77990.0,0.0,4.65937314731e+19,78.76471608531322,78764.71608531322,1.7067531937404854e-11,1.331483936542342e-10,3640.0,4.406086259017991e-12
UGC02455,6.92,2.01,33.0,3.64,15.45,76.28,0.0,69.15,0.0,33000.0,15450.0,76280.0,0.0,6.2022119378099995e+19,77.82892071717299,77828.920717173,1.7558251973964724e-11,9.76642036863198e-11,3640.0,3.873456799104945e-12
UGC02455,6.92,2.52,39.1,3.64,19.59,75.05,0.0,43.54,0.0,39100.0,19590.0,75050.0,0.0,7.77590750412e+19,77.56462209022874,77564.62209022873,1.966085629477939e-11,7.737065540983259e-11,3640.0,3.660640251304194e-12
UGC02455,6.92,3.02,43.8,3.64,23.74,73.51,0.0,23.55,0.0,43800.0,23740.0,73510.0,0.0,9.31874629462e+19,77.24835079145703,77248.35079145702,2.0586889473614865e-11,6.403552056616361e-11,3640.0,3.421747839450142e-12
UGC02455,6.92,3.52,53.1,3.64,27.22,69.5,0.0,12.11,0.0,53100.0,27220.0,69500.0,0.0,1.0861585085119999e+20,74.64032690174929,74640.32690174929,2.5959470720924236e-11,5.12924988050991e-11,3640.0,3.5590385470494998e-12
UGC02455,6.92,4.03,61.0,3.64,29.76,65.25,0.0,7.01,0.0,61000.0,29760.0,65250.0,0.0,1.2435280651430001e+20,71.71624711318907,71716.24711318906,2.9922927389436136e-11,4.1359903681856607e-11,3640.0,3.5711296950015586e-12
UGC02487,69.1,9.93,377.0,10.3,-13.26,255.96,207.88,296.2,20.38,377000.0,-13260.0,255960.0,207880.0,3.064077837933e+20,330.0082477757185,330008.24777571845,4.6385570967047943e-10,3.554264916242031e-10,10300.0,2.534596185467341e-11
UGC02487,69.1,10.05,377.0,19.7,-13.37,257.66,206.72,291.07,19.35,377000.0,-13370.0,257660.00000000003,206720.0,3.101105968905e+20,330.60639875840275,330606.39875840273,4.5831713403262296e-10,3.5245680733249503e-10,19700.0,4.789839544001418e-11
UGC02487,69.1,10.35,378.0,10.8,-13.47,261.62,204.38,276.87,17.03,378000.0,-13470.0,261620.0,204380.0,3.1936762963349996e+20,332.2614177120179,332261.4177120179,4.47396626151407e-10,3.456757650319484e-10,10800.0,2.5565521494366116e-11
UGC02487,69.1,15.07,367.0,10.7,-11.85,272.35,172.87,136.01,2.35,367000.0,-11850.0,272350.0,172870.0,4.650116114567e+20,322.7986708460864,322798.6708460864,2.8964653071365656e-10,2.2407823661345845e-10,10700.0,1.6889470728262265e-11
UGC02487,69.1,20.09,364.0,6.67,13.97,269.96,151.39,75.01,0.29,364000.0,13970.0,269960.0,151390.0,6.199126260229e+20,309.82655567268597,309826.55567268596,2.1373334634275622e-10,1.5484842632718684e-10,6670.0,7.832974835748263e-12
UGC02487,69.1,25.12,375.0,6.19,27.34,262.34,134.72,44.66,0.03,375000.0,27340.0,262340.0,134720.0,7.751222083472e+20,296.174322992389,296174.32299238903,1.8142300463801178e-10,1.1316825741200794e-10,6190.0,5.989378126449562e-12
UGC02487,69.1,30.14,383.0,3.82,34.12,253.37,123.32,22.26,0.0,383000.0,34120.0,253370.0,123320.0,9.300232229134e+20,283.84565119092457,283845.6511909246,1.5772616896649157e-10,8.663047514836327e-11,3820.0,3.1462870258589966e-12
UGC02487,69.1,35.17,378.0,2.21,36.15,235.34,114.11,10.73,0.0,378000.0,36150.0,235340.0,114110.0,1.0852328052377e+21,264.0318734547024,264031.8734547024,1.3166207223960938e-10,6.423767311819391e-11,2210.0,1.539540633066332e-12
UGC02487,69.1,40.19,364.0,4.0,36.15,219.18,106.71,6.11,0.0,364000.0,36150.0,219180.0,106710.0,1.2401338198038998e+21,246.4421209939567,246442.12099395672,1.0684008280731459e-10,4.897352046217377e-11,4000.0,2.348133688072848e-12
UGC02487,69.1,45.21,349.0,3.0,35.84,206.41,100.63,3.48,0.0,349000.0,35840.0,206410.0,100630.0,1.3950348343701e+21,232.41340451875834,232413.40451875835,8.731036458669995e-11,3.872017333845993e-11,3000.0,1.5010377865908301e-12
UGC02487,69.1,50.24,338.0,3.08,37.87,194.11,95.47,1.63,0.0,338000.0,37870.0,194110.0,95470.0,1.5502444166944e+21,219.60726285803938,219607.26285803938,7.369418574885339e-11,3.110951368741944e-11,3080.0,1.3430656337660855e-12
UGC02487,69.1,55.26,332.0,2.19,41.62,183.23,91.03,1.27,0.0,332000.0,41620.0,183230.0,91030.0,1.7051454312606e+21,208.7867768801463,208786.7768801463,6.464199356796934e-11,2.556492683898103e-11,2190.0,8.528070235774267e-13
UGC02487,69.1,60.28,330.0,1.61,44.55,174.98,87.16,0.47,0.0,330000.0,44550.0,174980.0,87160.0,1.8600464458268e+21,200.49830049155028,200498.30049155027,5.854692512884719e-11,2.161213156273153e-11,1610.0,5.712760573178423e-13
UGC02487,69.1,65.31,329.0,2.2,46.17,166.27,83.74,0.25,0.0,329000.0,46170.0,166270.0,83740.0,2.0152560281511e+21,191.80659373441782,191806.5937344178,5.3710793312602514e-11,1.8255630493636504e-11,2200.0,7.183206400469637e-13
UGC02487,69.1,70.33,330.0,3.53,46.48,159.17,80.69,0.13,0.0,330000.0,46480.0,159170.0,80690.0,2.1701570427172998e+21,184.4081218384917,184408.1218384917,5.018070022418469e-11,1.56699974843387e-11,3530.0,1.0735628593416483e-12
UGC02487,69.1,75.35,332.0,13.4,44.86,152.96,77.96,0.07,0.0,332000.0,44860.0,152960.0,77960.0,2.3250580572834997e+21,177.4456051864909,177445.6051864909,4.7406988249050906e-11,1.3542432930379394e-11,13400.0,3.826829171911338e-12
UGC02487,69.1,80.38,333.0,15.3,42.32,147.51,75.48,0.0,0.0,333000.0,42320.0,147510.0,75480.0,2.4802676396077996e+21,171.0187501416146,171018.75014161458,4.4708481548198844e-11,1.1792039065842442e-11,15300.0,4.108346953077731e-12
UGC02885,80.6,1.7,305.0,10.0,0.0,92.31,265.84,879.93,1173.44,305000.0,0.0,92310.0,265840.0,5.2456518877e+19,281.41080594035475,281410.80594035477,1.7733734908739358e-09,1.5096701686531934e-09,10000.0,1.1628678628681547e-10
UGC02885,80.6,3.41,257.0,10.0,0.0,152.76,236.42,657.78,159.82,257000.0,0.0,152760.0,236420.0,1.052216055121e+20,281.4783011175106,281478.30111751065,6.277132883360601e-10,7.529825610852222e-10,10000.0,4.8849283138993004e-11
UGC02885,80.6,6.82,256.0,10.0,0.0,220.93,175.44,363.12,0.01,256000.0,0.0,220930.0,175440.0,2.104432110242e+20,282.1156828324154,282115.6828324154,3.114189318868721e-10,3.7819827074795774e-10,10000.0,2.4329604053661884e-11
UGC02885,80.6,13.67,271.0,10.0,0.0,244.9,123.9,125.25,0.0,271000.0,0.0,244900.0,123900.0,4.218121253227e+20,274.45804779601565,274458.0477960156,1.741083188251529e-10,1.7858002527161168e-10,10000.0,1.2849322422520509e-11
UGC02885,80.6,19.49,282.0,10.0,0.0,240.52,103.77,61.48,0.0,282000.0,0.0,240520.0,103770.0,6.013985605368999e+20,261.95053597960055,261950.53597960054,1.3223177642627673e-10,1.1409751835578231e-10,10000.0,9.378140172076365e-12
UGC02885,80.6,23.36,287.0,10.0,28.79,238.85,94.78,47.36,0.0,287000.0,28790.0,238850.0,94780.0,7.208142829216e+20,258.5757819286253,258575.7819286253,1.142721529686433e-10,9.275819941996382e-11,10000.0,7.963216234748661e-12
UGC02885,80.6,27.24,283.0,10.0,40.2,232.97,87.77,30.75,0.0,283000.0,40200.0,232970.0,87770.0,8.405385730643999e+20,252.17976485039398,252179.76485039399,9.528295615038215e-11,7.565938772821501e-11,10000.0,6.733777819814993e-12
UGC02885,80.6,31.22,280.0,10.0,45.05,223.71,81.99,18.49,0.0,280000.0,45050.0,223710.0,81990.0,9.633485407881999e+20,242.48304414948277,242483.04414948277,8.138279831290769e-11,6.103505035871252e-11,10000.0,5.8130570223505496e-12
UGC02885,80.6,35.1,280.0,10.0,50.3,214.74,77.32,13.99,0.0,280000.0,50300.0,214740.0,77320.0,1.083072830931e+21,233.71294358678554,233712.94358678555,7.238663713187972e-11,5.0432194807294383e-11,10000.0,5.170474080848551e-12
UGC02885,80.6,38.97,281.0,10.0,59.7,206.96,73.38,9.86,0.0,281000.0,59700.0,206960.0,73380.0,1.2024885533157e+21,227.55473187784955,227554.73187784955,6.566465833065578e-11,4.3061662297924123e-11,10000.0,4.6736411623242545e-12
UGC02885,80.6,42.85,282.0,10.0,67.17,198.69,69.98,6.64,0.0,282000.0,67170.0,198690.0,69980.0,1.3222128434585e+21,221.10342692957067,221103.42692957068,6.014462829750602e-11,3.6973415923057776e-11,10000.0,4.265576475000427e-12
UGC02885,80.6,46.73,287.0,10.0,65.05,189.07,67.02,5.23,0.0,287000.0,65050.0,189070.0,67020.0,1.4419371336013e+21,210.88064823496725,210880.64823496726,5.7123849632944734e-11,3.084090614195686e-11,10000.0,3.9807560719822115e-12
UGC02885,80.6,50.71,292.0,10.0,71.21,184.25,64.33,4.79,0.0,292000.0,71210.0,184250.0,64330.0,1.5647471013251e+21,207.7432923104859,207743.2923104859,5.449059463206195e-11,2.7580990860090054e-11,10000.0,3.7322325090453395e-12
UGC02885,80.6,54.58,298.0,10.0,79.19,180.41,62.01,3.46,0.0,298000.0,79190.0,180410.0,62010.0,1.6841628237098e+21,206.55281237494685,206552.81237494687,5.272886846200918e-11,2.533250568138149e-11,10000.0,3.5388502323496093e-12
UGC02885,80.6,58.46,298.0,10.0,83.33,174.83,59.92,1.94,0.0,298000.0,83330.0,174830.0,59920.0,1.8038871138526e+21,202.7309157479441,202730.9157479441,4.922924462292954e-11,2.2784033371258052e-11,10000.0,3.3039761491899022e-12
