ID,D_Mpc,R_kpc,Vobs_kms,eV_kms,Vgas_kms,Vdisk_kms,Vbul_kms,SBdisk,SBb,Vobs_ms,Vgas_ms,Vdisk_ms,Vbul_ms,R_m,Vbar_kms,Vbar_ms,g_obs,g_bar,eV_ms,g_obs_err
CamB,3.36,0.16,1.99,1.5,1.86,3.75,0.0,30.32,0.0,1990.0,1860.0,3750.0,0.0,4.9370841296e+18,4.185940754478018,4185.940754478018,8.021131291357689e-13,3.5490786747884785e-12,1500.0,1.2092157725664857e-12
CamB,3.36,0.41,4.84,1.5,4.24,9.47,0.0,23.77,0.0,4840.0,4240.0,9470.0,0.0,1.2651278082099999e+19,10.375861410022784,10375.861410022784,1.8516390081682213e-12,8.509693589956222e-12,1500.0,1.1477101290298893e-12
CamB,3.36,0.57,6.79,1.5,5.61,11.76,0.0,15.87,0.0,6790.0,5610.0,11760.0,0.0,1.7588362211699999e+19,13.029570215475259,13029.570215475258,2.621284429162539e-12,9.652388207417462e-12,1500.0,1.1581521778332278e-12
CamB,3.36,0.73,8.87,1.5,6.77,13.72,0.0,12.4,0.0,8870.0,6770.0,13720.0,0.0,2.25254463413e+19,15.299388876683931,15299.388876683932,3.492800933127231e-12,1.0391416731700207e-11,1500.0,1.1813306425458503e-12
CamB,3.36,0.9,10.9,1.5,7.77,14.8,0.0,9.63,0.0,10900.0,7770.0,14800.0,0.0,2.7771098229e+19,16.715648357153245,16715.648357153244,4.278188749335542e-12,1.0061283774086496e-11,1500.0,1.1774831420189565e-12
CamB,3.36,1.06,12.9,1.5,8.44,15.24,0.0,5.86,0.0,12900.0,8440.0,15240.0,0.0,3.27081823586e+19,17.420998823259247,17420.998823259248,5.087717751342597e-12,9.278754675898486e-12,1500.0,1.1831901747308365e-12
CamB,3.36,1.22,14.7,1.5,8.64,15.11,0.0,5.19,0.0,14700.0,8640.0,15110.0,0.0,3.7645266488199995e+19,17.405795012006777,17405.795012006776,5.740163907930734e-12,8.047803303370534e-12,1500.0,1.1714620220266804e-12
CamB,3.36,1.47,16.8,1.5,8.08,15.9,0.0,3.02,0.0,16800.0,8080.0,15900.0,0.0,4.5359460440699994e+19,17.835257217096704,17835.257217096703,6.222296236724028e-12,7.012790648509997e-12,1500.0,1.1111243279864335e-12
CamB,3.36,1.79,20.1,1.5,6.91,14.91,0.0,0.88,0.0,20100.0,6910.0,14910.0,0.0,5.52336286999e+19,16.433386747715762,16433.386747715762,7.314565591826333e-12,4.889343799359844e-12,1500.0,1.0917262077352735e-12
D512-2,15.2,0.96,22.9,2.71,4.08,14.85,0.0,16.45,0.0,22900.0,4080.0,14850.0,0.0,2.9622504777599996e+19,15.400288958328021,15400.288958328021,1.7703094452584893e-11,8.006375618153088e-12,2710.0,4.1899900407428e-12
D512-2,15.2,1.92,33.5,2.71,6.24,21.2,0.0,7.4,0.0,33500.0,6240.0,21200.0,0.0,5.924500955519999e+19,22.099266956168478,22099.266956168478,1.894252374040674e-11,8.243354227919685e-12,2710.0,3.0647307066568515e-12
D512-2,15.2,2.88,37.2,4.19,7.45,20.56,0.0,2.72,0.0,37200.0,7450.0,20560.0,0.0,8.88675143328e+19,21.86815264259878,21868.15264259878,1.5571944488259873e-11,5.3812251146029396e-12,4190.0,3.5078735164413368e-12
D512-2,15.2,3.83,35.9,5.98,8.09,20.08,0.0,1.79,0.0,35900.0,8090.0,20080.0,0.0,1.181814513523e+20,21.64842950423887,21648.42950423887,1.0905349234187736e-11,3.965550385761778e-12,5980.0,3.633091276904884e-12
D564-8,8.79,0.51,8.54,1.53,3.47,6.36,0.0,6.37,0.0,8540.0,3470.0,6360.0,0.0,1.57369556631e+19,7.245032781154272,7245.032781154272,4.6344160561505524e-12,3.3354926533268238e-12,1530.0,1.6605753081757248e-12
D564-8,8.79,1.02,15.1,1.41,5.33,8.66,0.0,2.82,0.0,15100.0,5330.0,8660.0,0.0,3.14739113262e+19,10.168800322555262,10168.800322555262,7.244412606900763e-12,3.285403549889347e-12,1410.0,1.3529300365205398e-12
D564-8,8.79,1.53,19.8,1.8,6.34,9.09,0.0,1.19,0.0,19800.0,6340.0,9090.0,0.0,4.72108669893e+19,11.082585438425458,11082.585438425458,8.304020345333904e-12,2.6015980606294965e-12,1800.0,1.5098218809698008e-12
D564-8,8.79,2.04,21.9,1.82,6.86,8.75,0.0,0.52,0.0,21900.0,6860.0,8750.0,0.0,6.29478226524e+19,11.118547567016117,11118.547567016118,7.619167427734913e-12,1.9638820659873404e-12,1820.0,1.2663821660710083e-12
D564-8,8.79,2.56,24.0,1.89,7.05,8.17,0.0,0.22,0.0,24000.0,7050.0,8170.0,0.0,7.89933460736e+19,10.791264986089443,10791.264986089443,7.291753402410969e-12,1.4741925211206958e-12,1890.0,1.1484511608797277e-12
D564-8,8.79,3.07,25.0,2.05,7.04,7.65,0.0,0.0,0.0,25000.0,7040.0,7650.0,0.0,9.473030173669999e+19,10.39635032114636,10396.35032114636,6.597677707574168e-12,1.1409664913811475e-12,2050.0,1.0820191440421636e-12
D631-7,7.72,0.45,8.41,1.58,8.4,9.99,0.0,26.06,0.0,8410.0,8400.0,9990.0,0.0,1.38855491145e+19,13.052206709978202,13052.206709978202,5.093648037738897e-12,1.22688774203464e-11,1580.0,1.913903424406054e-12
D631-7,7.72,0.9,17.8,2.22,13.51,15.52,0.0,19.64,0.0,17800.0,13510.0,15520.0,0.0,2.7771098229e+19,20.57645499108143,20576.45499108143,1.140898344701181e-11,1.5245724044066573e-11,2220.0,2.8458363204905863e-12
D631-7,7.72,1.35,26.0,2.35,16.7,20.76,0.0,12.17,0.0,26000.0,16700.0,20760.0,0.0,4.16566473435e+19,26.643340631384795,26643.340631384795,1.622790222232038e-11,1.704092012365863e-11,2350.0,2.9335054017271457e-12
D631-7,7.72,1.8,30.9,2.22,18.72,21.37,0.0,4.5,0.0,30900.0,18720.0,21370.0,0.0,5.5542196458e+19,28.40977472631559,28409.77472631559,1.7190713743595106e-11,1.4531569715834447e-11,2220.0,2.4701219748078404e-12
D631-7,7.72,2.25,34.7,1.82,19.9,19.92,0.0,2.1,0.0,34700.0,19900.0,19920.0,0.0,6.94277455725e+19,28.156995578363823,28156.99557836382,1.7343066378882025e-11,1.1419302088271041e-11,1820.0,1.8192726691392094e-12
D631-7,7.72,2.69,38.8,1.81,20.61,18.76,0.0,1.13,0.0,38800.0,20610.0,18760.0,0.0,8.30047269289e+19,27.869512015821158,27869.512015821158,1.813679841739045e-11,9.357415279075758e-12,1810.0,1.6921445946122018e-12
D631-7,7.72,3.14,42.5,1.57,20.73,17.36,0.0,0.54,0.0,42500.0,20730.0,17360.0,0.0,9.68902760434e+19,27.03890715247197,27038.90715247197,1.8642221632137032e-11,7.545674652351258e-12,1570.0,1.377331198233183e-12
D631-7,7.72,3.59,45.6,1.59,20.61,16.32,0.0,0.37,0.0,45600.0,20610.0,16320.0,0.0,1.107758251579e+20,26.289056658617476,26289.056658617475,1.87708825191424e-11,6.238856709168128e-12,1590.0,1.309022070413878e-12
D631-7,7.72,4.04,48.8,1.83,20.38,15.37,0.0,0.18,0.0,48800.0,20380.0,15370.0,0.0,1.246613742724e+20,25.52609057415569,25526.09057415569,1.9103270871988535e-11,5.226809858330431e-12,1830.0,1.4327453153991403e-12
D631-7,7.72,4.49,51.8,1.91,19.9,14.49,0.0,0.1,0.0,51800.0,19900.0,14490.0,0.0,1.385469233869e+20,24.616459940454476,24616.459940454475,1.9367012521143487e-11,4.373753564399223e-12,1910.0,1.428223703296682e-12
D631-7,7.72,4.94,54.8,2.19,19.43,13.72,0.0,0.05,0.0,54800.0,19430.0,13720.0,0.0,1.524324725014e+20,23.785779364990336,23785.779364990336,1.9700789147616946e-11,3.711566772590426e-12,2190.0,1.5746251180029603e-12
D631-7,7.72,5.39,56.6,2.73,18.84,13.04,0.0,0.03,0.0,56600.0,18840.0,13040.0,0.0,1.663180216159e+20,22.912599154177162,22912.599154177162,1.926165287967651e-11,3.1565262435144984e-12,2730.0,1.8581029103009492e-12
D631-7,7.72,5.84,58.4,3.27,18.25,12.45,0.0,0.01,0.0,58400.0,18250.0,12450.0,0.0,1.802035707304e+20,22.092193191261025,22092.193191261023,1.8926151053368918e-11,2.7084091509495505e-12,3270.0,2.119469655634122e-12
D631-7,7.72,6.29,58.5,3.95,17.65,11.93,0.0,0.01,0.0,58500.0,17650.0,11930.0,0.0,1.9408911984489998e+20,21.303694515271285,21303.694515271287,1.7632363950822076e-11,2.3383453970149247e-12,3950.0,2.3811226531879385e-12
D631-7,7.72,6.74,57.7,4.07,17.06,11.48,0.0,0.0,0.0,57700.0,17060.0,11480.0,0.0,2.079746689594e+20,20.562927807099843,20562.927807099844,1.6008151457377393e-11,2.033103368384464e-12,4070.0000000000005,2.2583423373145928e-12
D631-7,7.72,7.19,57.3,3.94,16.47,11.08,0.0,0.0,0.0,57300.0,16470.0,11080.0,0.0,2.218602180739e+20,19.850120906432785,19850.120906432785,1.4798912705054496e-11,1.7760160132392566e-12,3940.0,2.0351733353547895e-12
DDO064,6.8,0.1,6.29,4.62,-1.13,1.96,0.0,28.5,0.0,6290.0,-1130.0,1960.0,0.0,3.085677581e+18,2.262410219213129,2262.410219213129,1.2821851590592349e-11,1.6587928795662459e-12,4620.0,1.8835279602078426e-11
DDO064,6.8,0.3,13.9,4.62,-2.45,6.31,0.0,27.26,0.0,13900.0,-2450.0,6310.0,0.0,9.257032742999998e+18,6.768943787622999,6768.943787622999,2.08716988871085e-11,4.949598999166032e-12,4620.0,1.38744242961786e-11
DDO064,6.8,0.49,15.6,4.62,-0.64,9.67,0.0,24.99,0.0,15600.0,-640.0,9670.0,0.0,1.5119820146899999e+19,9.691155761827378,9691.155761827378,1.6095429551117765e-11,6.211614892737729e-12,4620.0,9.5334467341236e-12
DDO064,6.8,0.69,18.4,4.62,2.49,13.92,0.0,20.86,0.0,18400.0,2490.0,13920.0,0.0,2.1291175308899996e+19,14.140951170271396,14140.951170271397,1.5901423716072516e-11,9.391989737476415e-12,4620.0,7.985280170462504e-12
DDO064,6.8,0.89,22.5,4.62,1.87,15.16,0.0,13.91,0.0,22500.0,1870.0,15160.0,0.0,2.74625304709e+19,15.274897708331798,15274.897708331799,1.8434208039803014e-11,8.496030627885313e-12,4620.0,7.570314768345771e-12
DDO064,6.8,1.09,26.5,4.62,4.97,16.41,0.0,11.73,0.0,26500.0,4970.0,16410.0,0.0,3.36338856329e+19,17.146107429967888,17146.107429967888,2.0879240884171674e-11,8.740857455744744e-12,4620.0,7.28015795357533e-12
DDO064,6.8,1.29,35.3,4.62,9.29,17.34,0.0,10.3,0.0,35300.0,9290.0,17340.0,0.0,3.98052407949e+19,19.671799612643476,19671.799612643477,3.13046718250139e-11,9.721827886783728e-12,4620.0,8.194197384224604e-12
DDO064,6.8,1.48,40.5,4.62,13.62,18.34,0.0,7.96,0.0,40500.0,13620.0,18340.0,0.0,4.56680281988e+19,22.844255295369116,22844.255295369116,3.591681236728106e-11,1.1427250542288852e-11,4620.0,8.194354228979679e-12
DDO064,6.8,1.68,44.2,4.89,16.26,19.12,0.0,6.72,0.0,44200.0,16260.000000000002,19120.0,0.0,5.18393833608e+19,25.09904380648793,25099.04380648793,3.7686405071656524e-11,1.2152189303940794e-11,4890.0,8.338756597303186e-12
DDO064,6.8,1.88,46.3,4.62,18.16,19.54,0.0,3.97,0.0,46300.0,18160.0,19540.0,0.0,5.80107385228e+19,26.6757792763398,26675.7792763398,3.695333061752807e-11,1.2266646109328886e-11,4620.0,7.374703561683786e-12
DDO064,6.8,2.08,46.4,4.62,19.64,19.1,0.0,2.84,0.0,46400.0,19640.0,19100.0,0.0,6.4182093684800004e+19,27.395977806970134,27395.977806970135,3.3544558558236584e-11,1.1693909576803778e-11,4620.0,6.679993988752284e-12
DDO064,6.8,2.27,46.3,4.62,20.17,18.77,0.0,2.16,0.0,46300.0,20170.0,18770.0,0.0,7.00448810887e+19,27.55252801468497,27552.52801468497,3.0604520511432933e-11,1.0837934024595963e-11,4620.0,6.107684007033268e-12
DDO064,6.8,2.37,46.4,6.73,20.59,18.61,0.0,1.86,0.0,46400.0,20590.0,18610.0,0.0,7.31305586697e+19,27.75392224533318,27753.92224533318,2.943995012705996e-11,1.053294565243282e-11,6730.0,8.540123463582479e-12
DDO064,6.8,2.98,46.9,8.65,22.17,17.21,0.0,0.0,0.0,46900.0,22170.0,17210.0,0.0,9.195319191379999e+19,28.065868951450625,28065.868951450626,2.392097494627471e-11,8.566238796130211e-12,8650.0,8.823728498306023e-12
DDO154,4.04,0.49,13.8,1.6,3.74,12.31,0.0,15.93,0.0,13800.0,3740.0,12310.0,0.0,1.5119820146899999e+19,12.865601423952167,12865.601423952168,1.25953879179605e-11,1.0947464876686196e-11,1600.0,2.920669662135768e-12
DDO154,4.04,0.99,21.6,0.8,7.46,14.55,0.0,5.52,0.0,21600.0,7460.0,14550.0,0.0,3.05482080519e+19,16.350966332299752,16350.966332299751,1.527290894468625e-11,8.751875054202122e-12,800.0,1.1313265884952778e-12
DDO154,4.04,1.48,28.9,0.7,10.87,12.95,0.0,1.26,0.0,28900.0,10870.0,12950.0,0.0,4.56680281988e+19,16.907377088123397,16907.377088123398,1.8288724802485483e-11,6.259508265949424e-12,700.0,8.859589869716151e-13
DDO154,4.04,1.97,34.3,0.5,13.32,11.54,0.0,0.29,0.0,34300.0,13320.0,11540.0,0.0,6.07878483457e+19,17.623677255328978,17623.677255328977,1.935403262358146e-11,5.109475141045532e-12,500.0,5.642575108915877e-13
DDO154,4.04,2.47,38.2,0.4,14.77,10.18,0.0,0.08,0.0,38200.0,14770.0,10180.0,0.0,7.62162362507e+19,17.938375065763342,17938.375065763343,1.9146051704784854e-11,4.2220045994077094e-12,400.0,4.0096443360805976e-13
DDO154,4.04,2.96,42.0,0.2,16.2,9.16,0.0,0.02,0.0,42000.0,16200.0,9160.0,0.0,9.13360563976e+19,18.61036270468687,18610.36270468687,1.9313292795575e-11,3.791992052867972e-12,200.0,1.8393612186261905e-13
DDO154,4.04,3.46,44.6,0.2,17.6,8.37,0.0,0.01,0.0,44600.0,17600.0,8370.0,0.0,1.067644443026e+20,19.48889170784219,19488.891707842187,1.8631296336467314e-11,3.5575223800490516e-12,200.0,1.670968281297517e-13
DDO154,4.04,3.95,46.3,0.2,17.91,7.77,0.0,0.0,0.0,46300.0,17910.0,7770.0,0.0,1.218842644495e+20,19.522832786253126,19522.832786253126,1.7587914319228546e-11,3.1270730616577432e-12,200.0,1.519474239242207e-13
DDO154,4.04,4.44,47.4,0.3,17.48,7.29,0.0,0.0,0.0,47400.0,17480.0,7290.0,0.0,1.3700408459640001e+20,18.93923176900267,18939.231769002672,1.639921909349436e-11,2.6181299707718734e-12,300.0,2.0758505181638434e-13
DDO154,4.04,4.94,48.2,0.6,16.93,6.89,0.0,0.0,0.0,48200.0,16930.0,6890.0,0.0,1.524324725014e+20,18.278320491773854,18278.320491773855,1.524110946884144e-11,2.191770523153664e-12,600.0,3.7944670876783664e-13
DDO154,4.04,5.43,47.4,0.7,16.28,6.55,0.0,0.0,0.0,47400.0,16280.000000000002,6550.0,0.0,1.675522926483e+20,17.548244926487662,17548.244926487663,1.340930622009484e-11,1.8378793577380774e-12,700.0,3.9605545797748475e-13
DDO154,4.04,5.92,45.5,1.3,15.64,6.26,0.0,0.0,0.0,45500.0,15640.0,6260.0,0.0,1.826721127952e+20,16.8462814888034,16846.281488803397,1.1333147508514497e-11,1.5535879870080379e-12,1300.0,6.476084290579713e-13
DDO161,7.5,0.6,16.0,3.53,6.82,12.59,0.0,30.32,0.0,16000.0,6820.0,12590.0,0.0,1.8514065485999997e+19,14.318536936433135,14318.536936433135,1.382732497049784e-11,1.1073769840288876e-11,3530.0,6.1013071432321726e-12
DDO161,7.5,0.73,16.6,4.83,8.12,14.22,0.0,27.69,0.0,16600.0,8119.999999999999,14220.0,0.0,2.25254463413e+19,16.375066412079065,16375.066412079064,1.2233275906047896e-11,1.1903994972493173e-11,4830.0,7.1188822441218475e-12
DDO161,7.5,0.85,18.6,2.5,9.3,15.27,0.0,27.15,0.0,18600.0,9300.0,15270.0,0.0,2.62282594385e+19,17.879119105817267,17879.119105817266,1.3190352978290715e-11,1.218772830692579e-11,2500.0,3.5457938113684716e-12
DDO161,7.5,0.98,20.0,7.58,10.41,17.04,0.0,25.71,0.0,20000.0,10410.0,17040.0,0.0,3.0239640293799997e+19,19.968217246414362,19968.217246414362,1.3227670571267066e-11,1.3185662796450365e-11,7580.0,1.0026574293020436e-11
DDO161,7.5,1.07,21.4,4.03,11.27,18.03,0.0,24.23,0.0,21400.0,11270.0,18030.0,0.0,3.30167501167e+19,21.26249750146958,21262.497501469577,1.3870535361030644e-11,1.3692861908032833e-11,4030.0000000000005,5.224136215416216e-12
DDO161,7.5,1.54,28.9,2.74,15.22,22.44,0.0,17.21,0.0,28900.0,15220.0,22440.0,0.0,4.75194347474e+19,27.1146086086449,27114.6086086449,1.7576177082908124e-11,1.547160659439928e-11,2740.0,3.3327837513611253e-12
DDO161,7.5,2.02,32.9,2.65,18.74,24.92,0.0,11.77,0.0,32900.0,18740.0,24920.0,0.0,6.23306871362e+19,31.18002565746218,31180.02565746218,1.7365603521020148e-11,1.5597357331800945e-11,2650.0,2.7974984395564373e-12
DDO161,7.5,2.49,35.2,2.88,21.52,25.85,0.0,7.54,0.0,35200.0,21520.0,25850.0,0.0,7.68333717669e+19,33.63529247680181,33635.292476801806,1.6126325989689047e-11,1.4724498925184242e-11,2880.0,2.6388533437672984e-12
DDO161,7.5,2.96,37.6,3.05,23.28,26.01,0.0,5.12,0.0,37600.0,23280.0,26010.0,0.0,9.13360563976e+19,34.90671138907245,34906.71138907245,1.5478662597886684e-11,1.3340607729939364e-11,3050.0,2.511166006572042e-12
DDO161,7.5,3.43,40.6,3.68,24.59,25.36,0.0,3.64,0.0,40600.0,24590.0,25360.0,0.0,1.058387410283e+20,35.32418010371932,35324.18010371932,1.5574259330609842e-11,1.1789612082274807e-11,3680.0,2.8233140067312423e-12
DDO161,7.5,3.9,42.7,3.25,25.62,25.01,0.0,2.55,0.0,42700.0,25620.0,25010.0,0.0,1.20341425659e+20,35.80341464162322,35803.41464162322,1.51509755681845e-11,1.0652063435182772e-11,3250.0,2.306354594688507e-12
DDO161,7.5,4.37,45.5,2.99,26.35,24.48,0.0,1.74,0.0,45500.0,26350.0,24480.0,0.0,1.348441102897e+20,35.96655251758222,35966.552517582226,1.535291378727822e-11,9.593247322562598e-12,2990.0,2.0178115263279948e-12
DDO161,7.5,4.86,48.9,1.96,27.08,23.7,0.0,1.09,0.0,48900.0,27080.0,23700.0,0.0,1.499639304366e+20,35.986336295877635,35986.336295877634,1.5945234250918275e-11,8.635519196047558e-12,1960.0,1.2782273673537759e-12
DDO161,7.5,5.34,51.5,1.53,27.81,22.69,0.0,0.64,0.0,51500.0,27810.0,22690.0,0.0,1.6477518282539998e+20,35.891951744088814,35891.951744088816,1.6096173917223884e-11,7.81812028917634e-12,1530.0,9.563940230428172e-13
DDO161,7.5,5.81,53.0,1.86,28.4,21.59,0.0,0.46,0.0,53000.0,28400.0,21590.0,0.0,1.7927786745609998e+20,35.67475437897225,35674.754378972255,1.5668414845953274e-11,7.0989694269519625e-12,1860.0,1.0997453439046448e-12
DDO161,7.5,6.28,55.0,1.48,28.98,20.86,0.0,0.36,0.0,55000.0,28980.0,20860.0,0.0,1.937805520868e+20,35.70686208559918,35706.862085599176,1.5610441643519592e-11,6.579504425340366e-12,1480.0,8.401255866330544e-13
DDO161,7.5,6.75,57.6,0.99,29.57,20.11,0.0,0.24,0.0,57600.0,29570.0,20110.0,0.0,2.082832367175e+20,35.760271251767655,35760.271251767655,1.592907836601351e-11,6.139701975797822e-12,990.0,5.475620688317144e-13
DDO161,7.5,7.22,59.7,1.19,30.3,19.38,0.0,0.16,0.0,59700.0,30300.0,19380.0,0.0,2.2278592134819997e+20,35.96768549684563,35967.68549684563,1.5997824182209242e-11,5.806804990958428e-12,1190.0,6.377692052539028e-13
DDO161,7.5,7.69,60.5,1.26,31.18,18.7,0.0,0.11,0.0,60500.0,31180.0,18700.0,0.0,2.372886059789e+20,36.35770069737634,36357.700697376335,1.5425308707513222e-11,5.5707790711094785e-12,1260.0,6.425087263294763e-13
DDO161,7.5,8.16,61.8,1.33,32.06,18.06,0.0,0.07,0.0,61800.0,32060.000000000004,18060.0,0.0,2.517912906096e+20,36.796836820574676,36796.836820574674,1.5168276832583916e-11,5.377498152227097e-12,1330.0,6.528740513701168e-13
DDO161,7.5,8.64,62.9,1.35,32.64,17.47,0.0,0.05,0.0,62900.0,32640.0,17470.0,0.0,2.666025429984e+20,37.021216889778216,37021.21688977822,1.4840106007630034e-11,5.14087556924851e-12,1350.0,6.370156791828472e-13
DDO161,7.5,9.11,63.0,2.09,33.23,16.94,0.0,0.03,0.0,63000.0,33230.0,16940.0,0.0,2.8110522762909997e+20,37.29874662773536,37298.74662773536,1.4119267839575139e-11,4.9490239357469116e-12,2090.0,9.368022153876838e-13
DDO161,7.5,9.58,64.5,2.38,33.38,16.44,0.0,0.02,0.0,64500.0,33380.0,16440.0,0.0,2.956079122598e+20,37.20884303495609,37208.84303495609,1.4073540752670023e-11,4.6835620515570325e-12,2380.0,1.0386054881040203e-12
DDO161,7.5,10.05,65.6,1.08,33.38,15.98,0.0,0.02,0.0,65600.0,33380.0,15980.0,0.0,3.101105968905e+20,37.007901858927376,37007.90185892738,1.387685568681007e-11,4.416439856402587e-12,1080.0,4.569208579803315e-13
DDO161,7.5,10.52,67.5,3.22,32.79,15.57,0.0,0.01,0.0,67500.0,32790.0,15570.0,0.0,3.246132815212e+20,36.29888428037424,36298.88428037424,1.4035932167188416e-11,4.059011368313188e-12,3220.0,1.3391318986176799e-12
DDO161,7.5,10.99,66.8,2.37,32.06,15.18,0.0,0.01,0.0,66800.0,32060.000000000004,15180.0,0.0,3.391159661519e+20,35.472186287287116,35472.18628728711,1.3158448570366727e-11,3.7104593283478176e-12,2370.0,9.336982967595553e-13
DDO161,7.5,11.46,66.8,0.95,31.18,14.81,0.0,0.0,0.0,66800.0,31180.0,14810.0,0.0,3.536186507826e+20,34.518524012477705,34518.524012477705,1.2618791430046277e-11,3.3695295691078683e-12,950.0,3.589177203156875e-13
DDO161,7.5,11.94,66.6,0.96,30.3,14.47,0.0,0.0,0.0,66600.0,30300.0,14470.0,0.0,3.684299031714e+20,33.57783346197309,33577.833461973096,1.2039087929126373e-11,3.060204642171733e-12,960.0,3.4707280516400355e-13
DDO161,7.5,12.41,66.8,0.99,29.42,14.16,0.0,0.0,0.0,66800.0,29420.0,14160.0,0.0,3.829325878021e+20,32.650298620380184,32650.298620380185,1.1652808202121704e-11,2.7838894728670415e-12,990.0,3.453976083862421e-13
DDO161,7.5,12.9,66.3,0.74,28.69,13.86,0.0,0.0,0.0,66300.0,28690.0,13860.0,0.0,3.98052407949e+20,31.86244968611171,31862.449686111708,1.1042993114020284e-11,2.550457376281149e-12,740.0,2.4651025352564135e-13
DDO161,7.5,13.37,66.1,1.31,27.81,13.59,0.0,0.0,0.0,66100.0,27810.0,13590.0,0.0,4.125550925797e+20,30.952935240458213,30952.935240458213,1.0590609784209434e-11,2.322318199998734e-12,1310.0,4.1977908675686413e-13
DDO168,4.25,0.41,15.0,4.1,10.41,8.28,0.0,20.43,0.0,15000.0,10410.0,8280.0,0.0,1.2651278082099999e+19,13.301372109673498,13301.372109673497,1.778476439612432e-11,1.3984871635248393e-11,4100.0,9.722337869881294e-12
DDO168,4.25,0.82,23.4,1.3,18.08,12.66,0.0,14.59,0.0,23400.0,18080.0,12660.0,0.0,2.5302556164199997e+19,22.071746645881923,22071.74664588192,2.1640501317204068e-11,1.9253469761654916e-11,1300.0,2.404500146356008e-12
DDO168,4.25,1.24,29.2,1.5,20.09,15.11,0.0,8.79,0.0,29200.0,20090.0,15110.0,0.0,3.82624020044e+19,25.138022993067693,25138.022993067694,2.2284016562837597e-11,1.6515434653771405e-11,1500.0,2.2894537564559175e-12
DDO168,4.25,1.64,36.2,1.1,20.2,15.99,0.0,5.9,0.0,36200.0,20200.0,15990.0,0.0,5.0605112328399995e+19,25.762765767673315,25762.765767673314,2.589540739473017e-11,1.3115672892746746e-11,1100.0,1.573754040563712e-12
DDO168,4.25,2.06,44.0,1.1,22.0,16.89,0.0,4.09,0.0,44000.0,22000.0,16890.0,0.0,6.35649581686e+19,27.735754902291735,27735.754902291734,3.0457032550307736e-11,1.2102141213710532e-11,1100.0,1.5228516275153868e-12
DDO168,4.25,2.47,52.1,1.2,22.63,17.03,0.0,2.87,0.0,52100.0,22630.0,17030.0,0.0,7.62162362507e+19,28.32203735609428,28322.037356094283,3.56145899289939e-11,1.0524500283135312e-11,1200.0,1.6405953134277418e-12
DDO168,4.25,2.89,52.9,1.7,22.95,16.99,0.0,2.09,0.0,52900.0,22950.0,16990.0,0.0,8.91760820909e+19,28.554554803043242,28554.554803043244,3.138072378137775e-11,9.143287985772632e-12,1700.0,2.0169085228106683e-12
DDO168,4.25,3.3,54.8,2.2,22.74,17.19,0.0,1.56,0.0,54800.0,22740.0,17190.0,0.0,1.0182736017299998e+20,28.506204587773517,28506.204587773518,2.949148436037204e-11,7.98020982395521e-12,2200.0,2.367929401197755e-12
DDO168,4.25,3.71,55.0,2.5,22.74,17.16,0.0,0.82,0.0,55000.0,22740.0,17160.0,0.0,1.144786382551e+20,28.488123841348344,28488.123841348344,2.642414380628114e-11,7.089298164007856e-12,2500.0,2.4021948914801038e-12
DDO168,4.25,4.12,52.0,2.7,22.74,16.37,0.0,0.0,0.0,52000.0,22740.0,16370.000000000002,0.0,1.271299163372e+20,28.01935937882949,28019.35937882949,2.1269580582652925e-11,6.175450457448884e-12,2700.0,2.2087641374293422e-12
DDO170,15.4,1.87,27.7,3.0,8.68,18.19,0.0,9.38,0.0,27700.0,8680.0,18190.0,0.0,5.77021707647e+19,20.154862936770375,20154.862936770376,1.329742000745315e-11,7.0399171229881914e-12,3000.0,2.8803075828418375e-12
DDO170,15.4,3.36,42.4,1.5,15.07,19.75,0.0,3.58,0.0,42400.0,15070.0,19750.0,0.0,1.036787667216e+20,24.84285410334328,24842.85410334328,1.733971242952162e-11,5.952688477258112e-12,1500.0,1.2268664454850204e-12
DDO170,15.4,4.86,52.5,1.0,20.59,19.94,0.0,2.02,0.0,52500.0,20590.0,19940.0,0.0,1.499639304366e+20,28.66272317837229,28662.72317837229,1.8379419584266333e-11,5.478328672822603e-12,1000.0,7.001683651149078e-13
DDO170,15.4,6.35,55.6,1.0,24.61,19.17,0.0,0.91,0.0,55600.0,24610.0,19170.0,0.0,1.9594052639349998e+20,31.195207965326983,31195.207965326983,1.577703222962532e-11,4.9665121244273766e-12,1000.0,5.675191449505511e-13
DDO170,15.4,7.85,58.6,1.1,26.94,18.71,0.0,0.47,0.0,58600.0,26940.0,18710.0,0.0,2.422256901085e+20,32.79981249946408,32799.81249946408,1.4176696115353531e-11,4.441426916848108e-12,1100.0,5.32230912180508e-13
DDO170,15.4,9.34,59.0,1.2,27.6,17.41,0.0,0.18,0.0,59000.0,27600.0,17410.0,0.0,2.882022860654e+20,32.63231680405178,32632.31680405178,1.20783219575506e-11,3.694863474324961e-12,1200.0,4.913215711546007e-13
DDO170,15.4,10.83,60.0,1.3,26.77,16.05,0.0,0.09,0.0,60000.0,26770.0,16050.0,0.0,3.341788820223e+20,31.212744192076414,31212.744192076414,1.0772673540034673e-11,2.91531108759586e-12,1300.0,4.668158534015025e-13
